religion,quoteID,date,topic
Catholic Church,2018-08-09-098703,2018-08-09 16:05:15,nyregion
Presbyterianism,2018-10-07-046350,2018-10-07 02:41:10,politics
other,2018-01-15-096830,2018-01-15 00:37:39,middleeast
Judaism,2018-06-29-104567,2018-06-29 12:11:51,middleeast
Methodism,2018-07-12-112696,2018-07-12 22:45:57,obituaries
Catholic Church,2018-05-07-005801,2018-05-07 17:12:48,politics
other,2018-01-17-010771,2018-01-17 00:18:13,politics
other,2018-09-01-018236,2018-09-01 02:55:14,sports
other,2018-06-30-015545,2018-06-30 02:14:03,us
atheism,2018-09-27-090549,2018-09-27 09:00:02,magazine
Judaism,2018-05-30-084551,2018-05-30 12:33:15,opinion
Catholic Church,2018-07-23-071064,2018-07-23 15:25:25,opinion
other,2018-12-03-086665,2018-12-03 15:26:09,europe
Catholic Church,2018-03-06-115434,2018-03-06 08:11:47,television
Catholic Church,2018-09-29-055682,2018-09-29 20:51:18,politics
Presbyterianism,2018-07-01-050226,2018-07-01 23:58:31,opinion
other,2018-02-09-163184,2018-02-09 19:23:17,politics
other,2018-03-26-023764,2018-03-26 23:25:25,europe
Catholic Church,2018-07-13-020347,2018-07-13 10:00:04,nyregion
other,2018-02-16-037413,2018-02-16 15:33:03,europe
Catholic Church,2018-01-19-049429,2018-01-19 22:52:45,politics
other,2018-05-17-096293,2018-05-17 12:37:49,europe
Catholic Church,2018-08-09-074963,2018-08-09 09:00:14,politics
other,2018-03-25-057905,2018-03-25 12:00:05,us
Catholic Church,2018-03-27-104479,2018-03-27 22:06:54,africa
other,2018-07-17-083088,2018-07-17 18:41:42,europe
Catholic Church,2018-09-18-103476,2018-09-18 09:00:07,politics
Christianity,2018-10-19-000666,2018-10-19 21:30:15,politics
Presbyterianism,2018-05-04-006828,2018-05-04 14:49:48,politics
Presbyterianism,2018-08-15-029276,2018-08-15 21:34:38,nyregion
Judaism,2018-10-07-013323,2018-10-07 22:00:11,politics
Presbyterianism,2018-06-15-047383,2018-06-15 15:51:52,politics
Presbyterianism,2018-10-13-035449,2018-10-13 03:16:44,politics
Catholic Church,2018-12-19-060366,2018-12-19 10:00:12,nyregion
other,2018-07-13-072275,2018-07-13 09:00:08,politics
other,2018-09-30-040547,2018-09-30 14:58:09,music
Islam,2018-06-13-097144,2018-06-13 20:56:38,politics
atheism,2018-11-20-100500,2018-11-20 11:00:04,opinion
other,2018-12-07-127709,2018-12-07 21:01:03,television
Catholic Church,2018-02-23-002374,2018-02-23 01:19:20,nyregion
atheism,2018-10-03-002664,2018-10-03 09:00:06,review
atheism,2018-05-15-009266,2018-05-15 18:36:05,books
other,2018-03-13-021034,2018-03-13 09:00:06,review
Presbyterianism,2018-05-30-017786,2018-05-30 02:55:47,politics
Catholic Church,2018-06-25-015972,2018-06-25 17:15:08,politics
Presbyterianism,2018-04-29-029639,2018-04-29 17:26:41,americas
atheism,2018-05-14-073117,2018-05-14 09:00:01,style
Catholic Church,2018-01-03-069632,2018-01-03 09:04:40,television
atheism,2018-01-12-087084,2018-01-12 10:00:22,review
Catholic Church,2018-05-08-101434,2018-05-08 09:27:21,style
Judaism,2018-08-20-071148,2018-08-20 19:31:30,obituaries
Catholic Church,2018-07-10-087687,2018-07-10 19:35:19,opinion
Catholic Church,2018-01-19-122060,2018-01-19 10:10:04,television
other,2018-03-05-121972,2018-03-05 10:00:55,politics
other,2018-04-16-139784,2018-04-16 21:14:53,obituaries
atheism,2018-08-22-097472,2018-08-22 00:40:08,media
Islam,2018-03-07-016888,2018-03-07 15:32:41,books
Presbyterianism,2018-09-27-028068,2018-09-27 02:16:34,politics
Catholic Church,2018-04-25-051898,2018-04-25 20:01:41,briefing
other,2018-06-04-045744,2018-06-04 21:39:00,business
Presbyterianism,2018-04-18-088180,2018-04-18 14:29:23,asia
other,2018-07-26-077686,2018-07-26 23:24:04,politics
Presbyterianism,2018-06-24-050144,2018-06-24 02:52:32,politics
Catholic Church,2018-01-27-021005,2018-01-27 11:00:22,business
Catholic Church,2018-08-28-033395,2018-08-28 00:34:22,us
Islam,2018-10-20-023758,2018-10-20 09:00:07,middleeast
atheism,2018-11-14-065917,2018-11-14 08:49:08,music
other,2018-02-20-082056,2018-02-20 21:21:41,middleeast
other,2018-07-24-093224,2018-07-24 21:29:59,politics
Catholic Church,2018-11-14-119541,2018-11-14 13:41:39,opinion
atheism,2018-05-14-127566,2018-05-14 09:00:01,style
other,2018-06-10-011550,2018-06-10 14:53:22,politics
Christianity,2018-03-28-046923,2018-03-28 22:04:54,television
atheism,2018-11-02-072979,2018-11-02 09:00:05,review
other,2018-03-09-096935,2018-03-09 14:18:23,politics
Catholic Church,2018-09-26-093705,2018-09-26 09:00:06,us
other,2018-10-04-120522,2018-10-04 19:56:08,opinion
Methodism,2018-06-20-117016,2018-06-20 23:23:27,politics
other,2018-10-08-000467,2018-10-08 00:22:43,politics
Catholic Church,2018-05-24-000934,2018-05-24 09:04:55,television
other,2018-09-25-062458,2018-09-25 16:18:46,politics
Judaism,2018-01-20-051113,2018-01-20 16:07:56,politics
Presbyterianism,2018-08-23-107420,2018-08-23 23:22:18,politics
other,2018-12-19-100181,2018-12-19 16:29:42,politics
Catholic Church,2018-03-04-069935,2018-03-04 10:00:35,politics
Judaism,2018-10-31-143289,2018-10-31 23:56:45,us
Judaism,2018-06-01-001065,2018-06-01 09:00:09,review
Presbyterianism,2018-05-20-011832,2018-05-20 23:20:43,opinion
other,2018-12-01-017161,2018-12-01 15:18:53,europe
atheism,2018-06-22-034180,2018-06-22 09:00:13,dealbook
other,2018-12-01-023707,2018-12-01 00:20:39,politics
other,2018-06-12-047587,2018-06-12 01:09:18,politics
Catholic Church,2018-06-08-050402,2018-06-08 18:43:39,us
Presbyterianism,2018-02-13-098639,2018-02-13 17:20:50,middleeast
atheism,2018-11-28-098335,2018-11-28 10:00:12,magazine
Catholic Church,2018-05-30-136256,2018-05-30 18:16:33,us
Catholic Church,2018-03-30-013508,2018-03-30 16:36:13,business
other,2018-07-06-019655,2018-07-06 17:24:15,europe
Judaism,2018-12-04-055257,2018-12-04 13:57:23,opinion
Catholic Church,2018-02-05-116680,2018-02-05 23:30:07,obituaries
other,2018-06-24-051330,2018-06-24 10:07:32,middleeast
Judaism,2018-12-03-041557,2018-12-03 10:00:05,nyregion
Judaism,2018-12-09-037403,2018-12-09 01:59:31,politics
other,2018-08-29-098268,2018-08-29 08:43:26,asia
atheism,2018-03-24-068984,2018-03-24 19:01:25,style
other,2018-06-01-096395,2018-06-01 12:25:41,europe
atheism,2018-06-13-141315,2018-06-13 09:00:06,politics
other,2018-11-26-032587,2018-11-26 10:00:13,politics
other,2018-12-12-055761,2018-12-12 23:58:41,politics
Catholic Church,2018-04-11-068377,2018-04-11 22:51:44,americas
Catholic Church,2018-08-18-037031,2018-08-18 14:43:54,europe
Christianity,2018-09-26-108098,2018-09-26 14:15:50,europe
Anglicanism,2018-11-13-022889,2018-11-13 19:00:11,review
Anglicanism,2018-11-14-045265,2018-11-14 01:19:01,us
other,2018-03-13-060814,2018-03-13 23:20:07,politics
Catholic Church,2018-11-21-052463,2018-11-21 06:06:15,asia
Methodism,2018-10-08-040150,2018-10-08 13:57:54,us
other,2018-01-21-046708,2018-01-21 18:00:54,europe
other,2018-10-23-089804,2018-10-23 17:04:41,us
atheism,2018-04-04-121711,2018-04-04 19:38:37,obituaries
Catholic Church,2018-12-04-141397,2018-12-04 10:16:48,television
Presbyterianism,2018-04-06-005400,2018-04-06 13:00:00,technology
Anglicanism,2018-11-29-012201,2018-11-29 22:59:43,politics
other,2018-01-16-021500,2018-01-16 04:54:59,sports
Catholic Church,2018-02-26-030735,2018-02-26 08:00:24,us
Judaism,2018-11-07-060362,2018-11-07 15:00:07,music
Judaism,2018-05-19-042083,2018-05-19 19:08:56,style
Judaism,2018-04-30-106620,2018-04-30 21:21:16,business
other,2018-03-13-129341,2018-03-13 12:48:01,middleeast
atheism,2018-02-10-005372,2018-02-10 16:20:25,sports
Catholic Church,2018-07-29-004214,2018-07-29 11:55:55,politics
other,2018-10-15-013137,2018-10-15 23:53:42,europe
Christianity,2018-02-01-030742,2018-02-01 16:44:53,movies
other,2018-05-09-035556,2018-05-09 09:00:07,politics
Christianity,2018-02-28-039134,2018-02-28 19:55:22,opinion
Judaism,2018-03-14-176431,2018-03-14 17:02:14,politics
Presbyterianism,2018-06-20-009509,2018-06-20 09:00:03,magazine
Judaism,2018-10-09-048059,2018-10-09 09:00:02,style
Catholic Church,2018-06-28-079317,2018-06-28 09:00:10,review
other,2018-10-31-102477,2018-10-31 00:06:01,us
Catholic Church,2018-08-01-087629,2018-08-01 11:00:03,politics
atheism,2018-06-01-107568,2018-06-01 23:35:55,dealbook
Catholic Church,2018-06-07-012922,2018-06-07 16:20:53,politics
atheism,2018-07-12-013648,2018-07-12 11:00:00,movies
Catholic Church,2018-05-18-018544,2018-05-18 19:35:08,europe
Baptists,2018-11-14-070906,2018-11-14 00:01:22,opinion
Catholic Church,2018-07-30-064423,2018-07-30 00:41:40,politics
Anglicanism,2018-03-15-130406,2018-03-15 23:31:06,europe
Anglicanism,2018-06-20-134881,2018-06-20 06:36:44,obituaries
Catholic Church,2018-03-09-168278,2018-03-09 21:36:00,us
other,2018-02-12-144601,2018-02-12 23:09:46,fashion
Presbyterianism,2018-12-01-001215,2018-12-01 17:55:04,business
Judaism,2018-01-11-002887,2018-01-11 01:39:56,politics
Anglicanism,2018-05-16-006119,2018-05-16 01:30:03,opinion
other,2018-04-24-115653,2018-04-24 09:00:07,review
Catholic Church,2018-05-20-052760,2018-05-20 15:15:45,politics
Catholic Church,2018-09-24-004854,2018-09-24 10:24:00,obituaries
other,2018-07-19-014939,2018-07-19 09:00:00,books
Catholic Church,2018-03-17-022462,2018-03-17 00:34:55,opinion
other,2018-11-23-026745,2018-11-23 20:13:52,asia
other,2018-03-20-045637,2018-03-20 15:21:31,us
Catholic Church,2018-09-24-037419,2018-09-24 22:26:57,tennis
other,2018-12-03-038129,2018-12-03 18:51:27,politics
Catholic Church,2018-08-17-086924,2018-08-17 13:25:54,music
atheism,2018-08-08-101265,2018-08-08 17:33:12,books
other,2018-09-09-063311,2018-09-09 23:39:30,tennis
Presbyterianism,2018-01-10-153553,2018-01-10 19:13:09,media
Catholic Church,2018-11-09-002038,2018-11-09 06:31:03,nyregion
Judaism,2018-11-07-009030,2018-11-07 18:24:20,politics
other,2018-04-05-024057,2018-04-05 19:07:00,obituaries
other,2018-12-05-023582,2018-12-05 23:16:15,technology
atheism,2018-10-22-022223,2018-10-22 16:00:02,review
other,2018-07-14-013771,2018-07-14 15:13:09,politics
atheism,2018-06-13-035461,2018-06-13 09:00:06,politics
other,2018-02-26-070983,2018-02-26 03:00:12,review
Judaism,2018-11-27-097119,2018-11-27 01:09:00,dealbook
other,2018-09-11-019577,2018-09-11 00:06:33,tennis
other,2018-01-23-024068,2018-01-23 22:34:45,middleeast
other,2018-08-05-030362,2018-08-05 05:00:03,television
Baptists,2018-08-17-067430,2018-08-17 21:31:32,arts
other,2018-10-19-096858,2018-10-19 05:00:04,opinion
Judaism,2018-06-19-099337,2018-06-19 00:57:54,politics
other,2018-10-06-006403,2018-10-06 15:15:21,politics
Catholic Church,2018-07-05-042304,2018-07-05 09:45:03,opinion
Christianity,2018-04-04-068029,2018-04-04 21:50:29,briefing
Catholic Church,2018-04-05-068866,2018-04-05 09:00:05,magazine
other,2018-11-09-066758,2018-11-09 17:53:53,europe
Catholic Church,2018-02-05-084432,2018-02-05 23:46:25,europe
other,2018-08-27-115573,2018-08-27 22:06:53,briefing
Judaism,2018-02-08-021686,2018-02-08 17:48:48,middleeast
Catholic Church,2018-10-05-030489,2018-10-05 23:50:14,politics
Catholic Church,2018-01-11-056086,2018-01-11 01:39:56,politics
Catholic Church,2018-11-30-050159,2018-11-30 10:00:20,politics
Presbyterianism,2018-08-17-094855,2018-08-17 05:58:35,asia
Christianity,2018-08-08-105773,2018-08-08 03:18:56,politics
Catholic Church,2018-05-24-146501,2018-05-24 22:50:53,politics
Catholic Church,2018-10-26-006125,2018-10-26 14:00:04,arts
Catholic Church,2018-07-30-008129,2018-07-30 21:45:20,obituaries
Judaism,2018-08-26-018088,2018-08-26 15:55:23,obituaries
Christianity,2018-05-08-048858,2018-05-08 13:16:10,europe
Judaism,2018-07-05-035374,2018-07-05 20:15:40,nyregion
Catholic Church,2018-09-19-053429,2018-09-19 09:30:03,tennis
other,2018-08-08-045538,2018-08-08 13:30:21,politics
other,2018-03-09-067463,2018-03-09 10:00:07,review
Presbyterianism,2018-03-09-085412,2018-03-09 15:13:15,opinion
other,2018-09-03-075521,2018-09-03 18:09:33,politics
Judaism,2018-02-07-173887,2018-02-07 18:13:25,books
Catholic Church,2018-10-25-013866,2018-10-25 09:00:07,magazine
atheism,2018-10-05-012607,2018-10-05 09:00:06,review
other,2018-03-09-020023,2018-03-09 23:44:41,politics
other,2018-08-08-041532,2018-08-08 07:44:43,asia
Judaism,2018-06-21-055731,2018-06-21 22:38:54,nyregion
Baptists,2018-07-11-052695,2018-07-11 09:00:08,politics
atheism,2018-09-27-079264,2018-09-27 11:00:00,movies
other,2018-10-02-114223,2018-10-02 21:22:20,middleeast
Presbyterianism,2018-07-10-110180,2018-07-10 14:29:01,television
Methodism,2018-11-16-009350,2018-11-16 18:35:02,us
Christianity,2018-08-13-010440,2018-08-13 16:39:48,theater
Catholic Church,2018-07-24-018814,2018-07-24 08:15:56,television
Judaism,2018-12-21-019196,2018-12-21 10:00:07,nyregion
Catholic Church,2018-05-23-041143,2018-05-23 09:30:58,television
Catholic Church,2018-09-27-055828,2018-09-27 09:00:09,politics
Catholic Church,2018-07-05-042271,2018-07-05 20:52:44,europe
other,2018-04-27-074785,2018-04-27 13:07:48,opinion
Islam,2018-10-21-061046,2018-10-21 13:12:15,sports
Judaism,2018-05-08-148069,2018-05-08 09:00:18,style
other,2018-02-08-001737,2018-02-08 10:45:15,opinion
Catholic Church,2018-09-07-005010,2018-09-07 23:32:00,politics
Islam,2018-10-08-008614,2018-10-08 18:46:19,theater
other,2018-07-28-013921,2018-07-28 18:30:04,sunday
Catholic Church,2018-11-07-073397,2018-11-07 22:24:19,politics
Presbyterianism,2018-09-07-086874,2018-09-07 18:28:27,business
Islam,2018-06-09-043249,2018-06-09 15:59:00,asia
Catholic Church,2018-10-30-111798,2018-10-30 20:21:01,books
Catholic Church,2018-11-11-012262,2018-11-11 21:07:49,europe
atheism,2018-06-17-033482,2018-06-17 08:43:15,europe
other,2018-03-01-094439,2018-03-01 21:20:31,style
Catholic Church,2018-06-16-037041,2018-06-16 00:19:35,politics
Presbyterianism,2018-08-28-078799,2018-08-28 16:06:27,politics
Catholic Church,2018-09-08-045903,2018-09-08 09:00:19,business
Islam,2018-01-15-088499,2018-01-15 21:03:34,africa
Christianity,2018-01-04-111733,2018-01-04 19:05:58,arts
Catholic Church,2018-04-24-151405,2018-04-24 09:00:06,magazine
Judaism,2018-02-19-118580,2018-02-19 03:36:54,tennis
Judaism,2018-01-16-025493,2018-01-16 20:32:41,technology
Presbyterianism,2018-06-15-026854,2018-06-15 15:51:52,politics
Catholic Church,2018-01-28-021846,2018-01-28 06:44:37,politics
Islam,2018-06-15-041681,2018-06-15 15:00:04,theater
Catholic Church,2018-07-03-038681,2018-07-03 09:00:10,europe
other,2018-05-09-139785,2018-05-09 22:04:26,opinion
Methodism,2018-02-10-076497,2018-02-10 11:00:25,style
Anglicanism,2018-05-28-068083,2018-05-28 13:14:39,politics
Presbyterianism,2018-07-04-080541,2018-07-04 15:00:00,books
Judaism,2018-08-20-010578,2018-08-20 19:31:30,obituaries
other,2018-09-12-022768,2018-09-12 08:00:04,music
Catholic Church,2018-06-07-035003,2018-06-07 16:11:16,media
other,2018-05-16-064937,2018-05-16 17:51:36,books
Catholic Church,2018-01-27-038442,2018-01-27 06:00:19,tennis
Presbyterianism,2018-07-13-056506,2018-07-13 08:21:03,europe
Presbyterianism,2018-10-03-080036,2018-10-03 15:01:49,politics
Catholic Church,2018-11-10-042798,2018-11-10 13:00:08,politics
Presbyterianism,2018-10-13-058149,2018-10-13 03:16:44,politics
other,2018-11-02-015250,2018-11-02 21:31:08,europe
atheism,2018-02-13-018466,2018-02-13 10:00:29,review
Catholic Church,2018-11-11-012230,2018-11-11 21:07:49,europe
other,2018-05-10-029263,2018-05-10 09:34:08,politics
Catholic Church,2018-03-29-037954,2018-03-29 14:00:06,music
Anglicanism,2018-02-16-067728,2018-02-16 12:36:47,music
Catholic Church,2018-07-24-049929,2018-07-24 08:15:56,television
Catholic Church,2018-12-13-056828,2018-12-13 22:20:34,politics
Catholic Church,2018-01-31-099853,2018-01-31 19:36:47,politics
Catholic Church,2018-04-17-097569,2018-04-17 01:17:40,europe
Judaism,2018-11-17-046384,2018-11-17 17:45:51,technology
Judaism,2018-07-20-073377,2018-07-20 09:47:59,opinion
Presbyterianism,2018-10-27-053352,2018-10-27 14:59:25,us
Presbyterianism,2018-03-12-120240,2018-03-12 13:11:03,us
Catholic Church,2018-01-10-119968,2018-01-10 00:41:48,nyregion
Methodism,2018-03-21-140464,2018-03-21 21:43:57,business
other,2018-02-20-007594,2018-02-20 04:04:25,politics
Judaism,2018-07-20-030849,2018-07-20 09:47:59,opinion
Catholic Church,2018-06-14-067491,2018-06-14 09:22:35,television
Judaism,2018-12-21-072722,2018-12-21 02:40:26,politics
other,2018-05-16-108794,2018-05-16 14:00:06,theater
other,2018-03-09-164682,2018-03-09 23:44:41,politics
Catholic Church,2018-03-01-008210,2018-03-01 10:01:09,magazine
other,2018-10-10-019377,2018-10-10 09:24:22,theater
Anglicanism,2018-11-04-008976,2018-11-04 19:00:07,europe
Anglicanism,2018-12-15-012653,2018-12-15 02:31:51,opinion
Catholic Church,2018-10-27-014664,2018-10-27 13:00:53,politics
Presbyterianism,2018-10-02-060671,2018-10-02 21:45:30,politics
Catholic Church,2018-11-01-067930,2018-11-01 09:00:12,politics
other,2018-06-02-039209,2018-06-02 00:46:54,politics
Catholic Church,2018-05-24-108865,2018-05-24 23:11:10,obituaries
Catholic Church,2018-10-02-128475,2018-10-02 10:00:04,opinion
Judaism,2018-04-08-001053,2018-04-08 23:38:48,politics
Presbyterianism,2018-01-27-003202,2018-01-27 19:00:23,politics
Catholic Church,2018-04-19-061810,2018-04-19 13:57:03,sports
Catholic Church,2018-09-03-039602,2018-09-03 09:00:06,sports
other,2018-02-08-104246,2018-02-08 00:20:29,politics
other,2018-06-23-036714,2018-06-23 23:36:48,politics
Catholic Church,2018-02-22-113342,2018-02-22 09:53:10,television
Catholic Church,2018-02-22-138163,2018-02-22 23:38:49,nyregion
Christianity,2018-01-17-001174,2018-01-17 08:51:49,television
Anglicanism,2018-09-12-026438,2018-09-12 22:13:57,us
Catholic Church,2018-03-01-081544,2018-03-01 10:01:09,magazine
Presbyterianism,2018-04-01-039982,2018-04-01 09:00:04,politics
other,2018-08-06-021874,2018-08-06 09:00:05,politics
Judaism,2018-11-02-034045,2018-11-02 20:14:44,us
Catholic Church,2018-05-01-037662,2018-05-01 09:03:27,television
Presbyterianism,2015-03-15-046788,2015-03-15 21:52:08,nyregion
Presbyterianism,2015-07-31-011670,2015-07-31 14:36:35,nyregion
Methodism,2015-12-27-048611,2015-12-27 13:18:18,politics
other,2015-12-21-043543,2015-12-21 14:04:30,europe
other,2015-12-23-097172,2015-12-23 19:07:06,nyregion
Catholic Church,2015-07-31-082942,2015-07-31 14:36:36,nyregion
Judaism,2015-12-30-013126,2015-12-30 12:23:50,magazine
Anglicanism,2015-12-25-020440,2015-12-25 02:14:03,sports
Catholic Church,2015-07-31-018851,2015-07-31 12:35:59,africa
Catholic Church,2018-08-29-051136,2018-08-29 16:42:14,music
Catholic Church,2018-02-15-073529,2018-02-15 19:07:57,nyregion
other,2018-01-05-084817,2018-01-05 21:40:03,europe
Christianity,2018-08-16-101051,2018-08-16 09:05:12,television
Judaism,2018-03-16-167662,2018-03-16 19:00:08,style
Christianity,2018-05-08-057621,2018-05-08 09:27:21,style
Presbyterianism,2018-03-21-065991,2018-03-21 21:10:11,africa
Judaism,2018-12-19-050895,2018-12-19 18:15:25,middleeast
Methodism,2018-11-26-048391,2018-11-26 08:00:05,nyregion
other,2018-12-04-066980,2018-12-04 03:16:39,theater
Catholic Church,2018-07-19-068552,2018-07-19 15:00:06,opinion
other,2018-10-25-098700,2018-10-25 08:06:58,arts
Catholic Church,2018-10-31-096880,2018-10-31 01:22:03,politics
other,2018-01-27-058654,2018-01-27 10:02:19,asia
Judaism,2018-04-11-116473,2018-04-11 00:23:23,politics
Presbyterianism,2018-08-06-085735,2018-08-06 20:34:16,politics
Presbyterianism,2018-10-24-017690,2018-10-24 15:40:10,middleeast
Presbyterianism,2018-10-07-007388,2018-10-07 02:41:10,politics
Presbyterianism,2018-09-22-019557,2018-09-22 02:40:14,politics
Catholic Church,2018-12-30-017007,2018-12-30 18:57:46,europe
Catholic Church,2018-04-17-060602,2018-04-17 18:30:55,europe
Catholic Church,2018-11-08-054436,2018-11-08 01:45:42,us
other,2018-11-28-070436,2018-11-28 20:25:38,politics
other,2018-02-21-115806,2018-02-21 21:21:00,style
other,2018-10-17-028637,2018-10-17 04:07:49,briefing
